 Insanely rude,
 incredibly rude,
 Not sure,
 painful migraines,
 casual friendliness,
 quite common,
 Absolutely terrible,
 bad fever,
 apparently unhappy,
 very poor,
 horribly unorganized,
 very frustrating,
 pointless visit,
 so bad,
 unnecessary blood,
 dishonest staff,
 Absolutely horrible,
 damn difficult,
 damn difficult,
 terribly wrong,
 wrong directions,
 very rude,
 poor customers,
 poor management,
 'unnecessary radiation,
 bad taste,
 so miserable,
 rude lady,
 extremely disappointed,
 serious pain,
 very slow,
 Very disappointed,
 very unpleasant,
 Very disappointed,
 very disappointed,
 late summer,
 poor quality,
 extremely disappointed,
 extremely lazy,
 especially rude,
 too bad,
 vulnerable people,
 bad apples,
 bad batches,
 pretty bad,
 nasty attitude,
 pretty bad,
 nasty attitude,
 bad part,
 not fine,
 poor service,
 bad part,
 not fine,
 poor service,
 Horrible wait,
 Horrible wait,
 sick people,
 sick people,
 Not happy,
 too bad,
 Not happy,
 too bad,
 wrong medication,
 wrong pharmacy,
 so disappointed,
 wrong medication,
 wrong pharmacy,
 so disappointed,
 false advertising,
 bad businessman,
 False advertising,
 false statement,
 heavily weighed,
 False statements,
 implicitly false,
 serious condition,
 crazy woman,
 so sick,
 Not impressed,
 awful place,
 extremely scary,
 very uncomfortable-,
 very vague,
 heavy metal,
 not strong,
 Extremely rude,
 terrible place,
 sick note,
 Very irritating,
 unnecessary procedures,
 very little,
 very little,
 Very disappointed,
 Very disappointed,
 not sure,
 not sure,
 very rude,
 hideously painful,
 serious eye,
 really hard,
 nasty fall,
 very painful,
 bad case,
 so bad,
 utterly disappointed,
 very painful,
 very painful,
 numb face,
 very painful,
 very painful,
 numb face,
 almost shocking,
 almost shocking,
 bad experience,
 terminally ill,
 Dreadfully disappointing,
 common cold,
 common cold,
 bad experience,
 bad batch,
 quite rude,
 very angry,
 lousy parking,
 very claustrophobic,
 bad cold,
 so bad,
 hard time,
 bad advice,
 bad timing,
 just mad,
 absolutely terrible,
 terrible skin,
 bad reviews,
 usually uncomfortable,
 almost impossible,
 not impressed,
 very little,
 bad tattoo,
 incredibly rude,
 shady place,
